,sentiment
15948,negative
15949,negative
15950,positive
15951,negative
15952,negative
15953,negative
15954,positive
15955,negative
15956,neutral
15957,neutral
15958,neutral
15959,positive
15960,positive
15961,neutral
15962,neutral
15963,positive
15964,negative
15965,neutral
15966,neutral
15967,negative
15968,negative
15969,negative
15970,positive
15971,positive
15972,neutral
15973,negative
15974,neutral
15975,negative
15976,neutral
15977,negative
15978,neutral
15979,neutral
15980,negative
15981,negative
15982,negative
15983,neutral
15984,negative
15985,neutral
15986,positive
15987,negative
15988,neutral
15989,negative
15990,neutral
15991,neutral
15992,neutral
15993,neutral
15994,negative
15995,negative
15996,negative
15997,negative
15998,negative
15999,negative
16000,positive
16001,negative
16002,neutral
16003,neutral
16004,negative
16005,negative
16006,neutral
16007,neutral
16008,neutral
16009,positive
16010,negative
16011,negative
16012,negative
16013,positive
16014,neutral
16015,neutral
16016,negative
16017,neutral
16018,negative
16019,neutral
16020,positive
16021,negative
16022,negative
16023,negative
16024,neutral
16025,neutral
16026,negative
16027,neutral
16028,negative
16029,negative
16030,negative
16031,positive
16032,positive
16033,neutral
16034,negative
16035,negative
16036,positive
16037,positive
16038,negative
16039,negative
16040,negative
16041,negative
16042,negative
16043,positive
16044,positive
16045,negative
16046,positive
16047,neutral
16048,negative
16049,negative
16050,negative
16051,negative
16052,positive
16053,negative
16054,negative
16055,negative
16056,positive
16057,negative
16058,negative
16059,negative
16060,negative
16061,positive
16062,negative
16063,negative
16064,negative
16065,negative
16066,positive
16067,neutral
16068,negative
16069,negative
16070,neutral
16071,negative
16072,negative
16073,negative
16074,negative
16075,negative
16076,neutral
16077,negative
16078,positive
16079,negative
16080,neutral
16081,negative
16082,negative
16083,positive
16084,negative
16085,negative
16086,positive
16087,negative
16088,positive
16089,negative
16090,negative
16091,neutral
16092,negative
16093,negative
16094,positive
16095,negative
16096,neutral
16097,negative
16098,neutral
16099,positive
16100,negative
16101,negative
16102,negative
16103,neutral
16104,negative
16105,neutral
16106,neutral
16107,negative
16108,positive
16109,negative
16110,negative
16111,negative
16112,negative
16113,negative
16114,negative
16115,negative
16116,negative
16117,negative
16118,negative
16119,negative
16120,positive
16121,positive
16122,negative
16123,negative
16124,negative
16125,negative
16126,neutral
16127,neutral
16128,negative
16129,positive
16130,positive
16131,positive
16132,neutral
16133,negative
16134,neutral
16135,positive
16136,neutral
16137,negative
16138,negative
16139,positive
16140,neutral
16141,neutral
16142,positive
16143,negative
16144,neutral
16145,positive
16146,negative
16147,neutral
16148,neutral
16149,negative
16150,negative
16151,negative
16152,positive
16153,positive
16154,neutral
16155,positive
16156,negative
16157,positive
16158,negative
16159,neutral
16160,neutral
16161,neutral
16162,negative
16163,positive
16164,negative
16165,neutral
16166,negative
16167,neutral
16168,negative
16169,negative
16170,negative
16171,neutral
16172,positive
16173,negative
16174,neutral
16175,neutral
16176,negative
16177,positive
16178,negative
16179,positive
16180,negative
16181,negative
16182,negative
16183,negative
16184,negative
16185,positive
16186,positive
16187,positive
16188,negative
16189,negative
16190,negative
16191,positive
16192,negative
16193,negative
16194,negative
16195,negative
16196,neutral
16197,neutral
16198,positive
16199,negative
16200,negative
16201,neutral
16202,neutral
16203,neutral
16204,negative
16205,neutral
16206,negative
16207,neutral
16208,neutral
16209,neutral
16210,neutral
16211,negative
16212,negative
16213,positive
16214,neutral
16215,neutral
16216,neutral
16217,negative
16218,neutral
16219,negative
16220,negative
16221,neutral
16222,neutral
16223,negative
16224,negative
16225,neutral
16226,neutral
16227,negative
16228,negative
16229,negative
16230,negative
16231,negative
16232,negative
16233,neutral
16234,negative
16235,negative
16236,negative
16237,neutral
16238,negative
16239,neutral
16240,positive
16241,neutral
16242,negative
16243,neutral
16244,negative
16245,neutral
16246,neutral
16247,neutral
16248,positive
16249,neutral
16250,neutral
16251,negative
16252,positive
16253,neutral
16254,negative
16255,negative
16256,negative
16257,neutral
16258,neutral
16259,positive
16260,neutral
16261,neutral
16262,negative
16263,neutral
16264,neutral
16265,negative
16266,neutral
16267,neutral
16268,neutral
16269,neutral
16270,neutral
16271,negative
16272,neutral
16273,neutral
16274,negative
16275,negative
16276,neutral
16277,neutral
16278,neutral
16279,negative
16280,negative
16281,neutral
16282,neutral
16283,negative
16284,neutral
16285,neutral
16286,negative
16287,neutral
16288,neutral
16289,neutral
16290,negative
16291,neutral
16292,neutral
16293,negative
16294,neutral
16295,neutral
16296,neutral
16297,neutral
16298,positive
16299,negative
16300,neutral
16301,neutral
16302,neutral
16303,negative
16304,negative
16305,positive
16306,neutral
16307,neutral
16308,negative
16309,negative
16310,positive
16311,neutral
16312,neutral
16313,negative
16314,neutral
16315,positive
16316,neutral
16317,neutral
16318,negative
16319,neutral
16320,neutral
16321,negative
16322,neutral
16323,negative
16324,negative
16325,neutral
16326,negative
16327,neutral
16328,negative
16329,negative
16330,negative
16331,neutral
16332,neutral
16333,neutral
16334,negative
16335,neutral
16336,neutral
16337,neutral
16338,positive
16339,neutral
16340,negative
16341,neutral
16342,neutral
16343,negative
16344,neutral
16345,positive
16346,negative
16347,neutral
16348,neutral
16349,neutral
16350,neutral
16351,neutral
16352,negative
16353,positive
16354,positive
16355,neutral
16356,negative
16357,negative
16358,neutral
16359,neutral
16360,neutral
16361,neutral
16362,negative
16363,neutral
16364,positive
16365,neutral
16366,neutral
16367,negative
16368,negative
16369,neutral
16370,neutral
16371,negative
16372,negative
16373,positive
16374,neutral
16375,negative
16376,neutral
16377,negative
16378,neutral
16379,neutral
16380,neutral
16381,negative
16382,neutral
16383,neutral
16384,positive
16385,neutral
16386,negative
16387,neutral
16388,positive
16389,neutral
16390,neutral
16391,neutral
16392,neutral
16393,neutral
16394,neutral
16395,negative
16396,neutral
16397,negative
16398,positive
16399,negative
16400,positive
16401,neutral
16402,neutral
16403,negative
16404,neutral
16405,neutral
16406,neutral
16407,negative
16408,neutral
16409,positive
16410,negative
16411,neutral
16412,neutral
16413,negative
16414,negative
16415,negative
16416,neutral
16417,negative
16418,negative
16419,positive
16420,negative
16421,positive
16422,negative
16423,negative
16424,negative
16425,neutral
16426,negative
16427,neutral
16428,neutral
16429,negative
16430,negative
16431,negative
16432,positive
16433,negative
16434,positive
16435,negative
16436,positive
16437,neutral
16438,positive
16439,negative
16440,negative
16441,positive
16442,neutral
16443,neutral
16444,positive
16445,neutral
16446,neutral
16447,negative
16448,negative
16449,negative
16450,positive
16451,negative
16452,positive
16453,neutral
16454,positive
16455,neutral
16456,neutral
16457,negative
16458,neutral
16459,negative
16460,neutral
16461,negative
16462,negative
16463,neutral
16464,negative
16465,neutral
16466,negative
16467,negative
16468,neutral
16469,positive
16470,negative
16471,neutral
16472,positive
16473,positive
16474,negative
16475,negative
16476,negative
16477,negative
16478,neutral
16479,negative
16480,neutral
16481,negative
16482,negative
16483,neutral
16484,positive
16485,neutral
16486,neutral
16487,negative
16488,negative
16489,negative
16490,neutral
16491,negative
16492,negative
16493,negative
16494,neutral
16495,positive
16496,positive
16497,negative
16498,negative
16499,neutral
16500,positive
16501,negative
16502,negative
16503,negative
16504,positive
16505,negative
16506,positive
16507,negative
16508,negative
16509,negative
16510,positive
16511,neutral
16512,negative
16513,negative
16514,positive
16515,negative
16516,positive
16517,negative
16518,neutral
16519,neutral
16520,positive
16521,neutral
16522,negative
16523,negative
16524,negative
16525,negative
16526,neutral
16527,negative
16528,positive
16529,negative
16530,positive
16531,negative
16532,neutral
16533,negative
16534,negative
16535,neutral
16536,positive
16537,negative
16538,neutral
16539,neutral
16540,positive
16541,negative
16542,neutral
16543,positive
16544,negative
16545,positive
16546,negative
16547,negative
16548,neutral
16549,positive
16550,negative
16551,negative
16552,negative
16553,positive
16554,neutral
16555,neutral
16556,negative
16557,negative
16558,neutral
16559,negative
16560,positive
16561,negative
16562,neutral
16563,negative
16564,neutral
16565,negative
16566,negative
16567,neutral
16568,neutral
16569,negative
16570,neutral
16571,neutral
16572,negative
16573,neutral
16574,negative
16575,negative
16576,negative
16577,negative
16578,positive
16579,neutral
16580,neutral
16581,negative
16582,negative
16583,negative
16584,negative
16585,positive
16586,neutral
16587,negative
16588,positive
16589,positive
16590,neutral
16591,negative
16592,positive
16593,negative
16594,negative
16595,neutral
16596,neutral
16597,positive
16598,neutral
16599,negative
16600,neutral
16601,positive
16602,positive
16603,negative
16604,negative
16605,neutral
16606,neutral
16607,neutral
16608,negative
16609,neutral
16610,negative
16611,positive
16612,positive
16613,negative
16614,negative
16615,positive
16616,neutral
16617,negative
16618,positive
16619,neutral
16620,neutral
16621,positive
16622,negative
16623,negative
16624,negative
16625,positive
16626,neutral
16627,negative
16628,neutral
16629,neutral
16630,negative
16631,positive
16632,negative
16633,negative
16634,positive
16635,neutral
16636,positive
16637,negative
16638,neutral
16639,negative
16640,positive
16641,positive
16642,negative
16643,negative
16644,negative
16645,neutral
16646,neutral
16647,negative
16648,positive
16649,negative
16650,neutral
16651,positive
16652,negative
16653,negative
16654,positive
16655,neutral
16656,negative
16657,negative
16658,positive
16659,neutral
16660,negative
16661,neutral
16662,positive
16663,neutral
16664,negative
16665,neutral
16666,neutral
16667,positive
16668,positive
16669,neutral
16670,negative
16671,positive
16672,neutral
16673,neutral
16674,positive
16675,negative
16676,positive
16677,negative
16678,negative
16679,neutral
16680,neutral
16681,negative
16682,neutral
16683,neutral
16684,negative
16685,neutral
16686,negative
16687,negative
16688,negative
16689,positive
16690,positive
16691,negative
16692,positive
16693,negative
16694,positive
16695,neutral
16696,positive
16697,positive
16698,neutral
16699,neutral
16700,positive
16701,neutral
16702,negative
16703,neutral
16704,negative
16705,positive
16706,negative
16707,neutral
16708,negative
16709,neutral
16710,neutral
16711,positive
16712,positive
16713,neutral
16714,neutral
16715,neutral
16716,neutral
16717,neutral
16718,neutral
16719,positive
16720,neutral
16721,neutral
16722,negative
16723,positive
16724,negative
16725,positive
16726,negative
16727,negative
16728,positive
16729,positive
16730,negative
16731,negative
16732,negative
16733,neutral
16734,neutral
16735,positive
16736,positive
16737,positive
16738,positive
16739,neutral
16740,neutral
16741,positive
16742,neutral
16743,positive
16744,negative
16745,negative
16746,positive
16747,positive
16748,negative
16749,negative
16750,positive
16751,negative
16752,negative
16753,positive
16754,neutral
16755,neutral
16756,neutral
16757,negative
16758,positive
16759,neutral
16760,neutral
16761,negative
16762,neutral
16763,negative
16764,positive
16765,negative
16766,negative
16767,negative
16768,negative
16769,negative
16770,negative
16771,negative
16772,neutral
16773,negative
16774,neutral
16775,negative
16776,neutral
16777,neutral
16778,negative
16779,negative
16780,negative
16781,negative
16782,negative
16783,negative
16784,neutral
16785,positive
16786,neutral
16787,positive
16788,positive
16789,neutral
16790,neutral
16791,negative
16792,positive
16793,positive
16794,negative
16795,negative
16796,positive
16797,neutral
16798,negative
16799,positive
16800,neutral
16801,negative
16802,positive
16803,neutral
16804,negative
16805,negative
16806,negative
16807,neutral
16808,positive
16809,positive
16810,positive
16811,positive
16812,positive
16813,negative
16814,negative
16815,negative
16816,positive
16817,neutral
16818,positive
16819,negative
16820,negative
16821,negative
16822,negative
16823,negative
16824,neutral
16825,neutral
16826,neutral
16827,negative
16828,neutral
16829,neutral
16830,positive
16831,positive
16832,positive
16833,negative
16834,negative
16835,neutral
16836,negative
16837,neutral
16838,positive
16839,neutral
16840,negative
16841,negative
16842,positive
16843,positive
16844,negative
16845,positive
16846,negative
16847,neutral
16848,positive
16849,positive
16850,neutral
16851,negative
16852,neutral
16853,negative
16854,negative
16855,negative
16856,positive
16857,neutral
16858,positive
16859,negative
16860,neutral
16861,neutral
16862,neutral
16863,negative
16864,positive
16865,neutral
16866,negative
16867,positive
16868,neutral
16869,positive
16870,neutral
16871,positive
16872,negative
16873,neutral
16874,positive
16875,negative
16876,neutral
16877,negative
16878,positive
16879,negative
16880,negative
16881,neutral
16882,neutral
16883,negative
16884,negative
16885,positive
16886,positive
16887,neutral
16888,negative
16889,negative
16890,negative
16891,negative
16892,negative
16893,negative
16894,positive
16895,negative
16896,negative
16897,positive
16898,neutral
16899,positive
16900,neutral
16901,negative
16902,negative
16903,neutral
16904,negative
16905,neutral
16906,negative
16907,negative
16908,neutral
16909,neutral
16910,positive
16911,negative
16912,negative
16913,negative
16914,positive
16915,neutral
16916,negative
16917,positive
16918,neutral
16919,positive
16920,negative
16921,neutral
16922,negative
16923,negative
16924,negative
16925,negative
16926,neutral
16927,negative
16928,neutral
16929,negative
16930,negative
16931,negative
16932,negative
16933,neutral
16934,negative
16935,negative
16936,positive
16937,neutral
16938,positive
16939,neutral
16940,neutral
16941,neutral
16942,negative
16943,neutral
16944,neutral
16945,neutral
16946,neutral
16947,neutral
16948,negative
16949,negative
16950,negative
16951,neutral
16952,negative
16953,neutral
16954,neutral
16955,neutral
16956,neutral
16957,neutral
16958,neutral
16959,positive
16960,negative
16961,positive
16962,negative
16963,neutral
16964,neutral
16965,positive
16966,negative
16967,negative
16968,negative
16969,neutral
16970,negative
16971,neutral
16972,negative
16973,negative
16974,positive
16975,positive
16976,neutral
16977,positive
16978,positive
16979,neutral
16980,positive
16981,neutral
16982,negative
16983,neutral
16984,neutral
16985,neutral
16986,negative
16987,negative
16988,negative
16989,positive
16990,neutral
16991,negative
16992,negative
16993,neutral
16994,positive
16995,negative
16996,neutral
16997,neutral
16998,positive
16999,neutral
17000,neutral
17001,positive
17002,neutral
17003,neutral
17004,positive
17005,negative
17006,negative
17007,positive
17008,negative
17009,negative
17010,negative
17011,negative
17012,negative
17013,negative
17014,neutral
17015,negative
17016,negative
17017,positive
17018,negative
17019,negative
17020,negative
17021,positive
17022,negative
17023,negative
17024,neutral
17025,negative
17026,negative
17027,negative
17028,positive
17029,negative
17030,neutral
17031,neutral
17032,positive
17033,negative
17034,positive
17035,negative
17036,negative
17037,negative
17038,negative
17039,neutral
17040,negative
17041,neutral
17042,neutral
17043,neutral
17044,negative
17045,negative
17046,negative
17047,negative
17048,negative
17049,neutral
17050,positive
17051,neutral
17052,negative
17053,negative
17054,negative
17055,neutral
17056,positive
17057,negative
17058,positive
17059,neutral
17060,negative
17061,positive
17062,negative
17063,negative
17064,positive
17065,negative
17066,positive
17067,negative
17068,neutral
17069,negative
17070,negative
17071,negative
17072,negative
17073,positive
17074,negative
17075,negative
17076,neutral
17077,negative
17078,positive
17079,negative
17080,positive
17081,neutral
17082,negative
17083,negative
17084,positive
17085,neutral
17086,neutral
17087,neutral
17088,neutral
17089,neutral
17090,negative
17091,negative
17092,neutral
17093,negative
17094,negative
17095,neutral
17096,neutral
17097,negative
17098,neutral
17099,negative
17100,negative
17101,neutral
17102,positive
17103,negative
17104,negative
17105,neutral
17106,negative
17107,positive
17108,neutral
17109,negative
17110,negative
17111,neutral
17112,negative
17113,negative
17114,negative
17115,negative
17116,negative
17117,negative
17118,positive
17119,negative
17120,negative
17121,neutral
17122,negative
17123,neutral
17124,neutral
17125,neutral
17126,positive
17127,neutral
17128,neutral
17129,neutral
17130,negative
17131,negative
17132,negative
17133,positive
17134,positive
17135,neutral
17136,negative
17137,positive
17138,positive
17139,negative
17140,positive
17141,negative
17142,negative
17143,positive
17144,negative
17145,negative
17146,neutral
17147,neutral
17148,positive
17149,positive
17150,neutral
17151,positive
17152,negative
17153,neutral
17154,negative
17155,negative
17156,negative
17157,positive
17158,neutral
17159,negative
17160,neutral
17161,negative
17162,positive
17163,positive
17164,positive
17165,positive
17166,neutral
17167,positive
17168,neutral
17169,neutral
17170,neutral
17171,negative
17172,neutral
17173,negative
17174,neutral
17175,neutral
17176,positive
17177,negative
17178,negative
17179,negative
17180,positive
17181,positive
17182,neutral
17183,negative
17184,negative
17185,positive
17186,negative
17187,negative
17188,neutral
17189,negative
17190,neutral
17191,positive
17192,neutral
17193,neutral
17194,neutral
17195,neutral
17196,neutral
17197,negative
17198,negative
17199,positive
17200,negative
17201,positive
17202,negative
17203,neutral
17204,neutral
17205,negative
17206,positive
17207,positive
17208,negative
17209,neutral
17210,neutral
17211,neutral
17212,neutral
17213,neutral
17214,neutral
17215,negative
17216,neutral
17217,positive
17218,neutral
17219,neutral
17220,negative
17221,negative
17222,neutral
17223,neutral
17224,neutral
17225,neutral
17226,positive
17227,negative
17228,neutral
17229,negative
17230,neutral
17231,neutral
17232,positive
17233,neutral
17234,neutral
17235,positive
17236,negative
17237,negative
17238,neutral
17239,negative
17240,neutral
17241,negative
17242,neutral
17243,negative
17244,negative
17245,negative
17246,negative
17247,neutral
17248,neutral
17249,negative
17250,negative
17251,neutral
17252,negative
17253,negative
17254,negative
17255,negative
17256,neutral
17257,positive
17258,neutral
17259,negative
17260,neutral
17261,negative
17262,neutral
17263,neutral
17264,neutral
17265,neutral
17266,negative
17267,neutral
17268,neutral
17269,negative
17270,positive
17271,neutral
17272,negative
17273,negative
17274,negative
17275,neutral
17276,positive
17277,negative
17278,negative
17279,positive
17280,neutral
17281,neutral
17282,negative
17283,neutral
17284,neutral
17285,positive
17286,negative
17287,positive
17288,neutral
17289,neutral
17290,positive
17291,negative
17292,negative
17293,negative
17294,neutral
17295,negative
17296,positive
17297,neutral
17298,neutral
17299,neutral
17300,neutral
17301,neutral
17302,negative
17303,neutral
17304,negative
17305,negative
17306,neutral
17307,negative
17308,negative
17309,negative
17310,negative
17311,neutral
17312,positive
17313,negative
17314,negative
17315,negative
17316,neutral
17317,neutral
17318,negative
17319,neutral
17320,positive
17321,neutral
17322,negative
17323,neutral
17324,negative
17325,neutral
17326,neutral
17327,negative
17328,positive
17329,neutral
17330,neutral
17331,positive
17332,negative
17333,negative
17334,positive
17335,positive
17336,neutral
17337,neutral
17338,neutral
17339,neutral
17340,negative
17341,neutral
17342,negative
17343,neutral
17344,neutral
17345,neutral
17346,neutral
17347,neutral
17348,negative
17349,negative
17350,neutral
17351,negative
17352,positive
17353,negative
17354,positive
17355,negative
17356,positive
17357,neutral
17358,neutral
17359,positive
17360,negative
17361,neutral
17362,negative
17363,neutral
17364,negative
17365,positive
17366,negative
17367,positive
17368,neutral
17369,negative
17370,positive
17371,negative
17372,negative
17373,negative
17374,negative
17375,neutral
17376,negative
17377,positive
17378,negative
17379,negative
17380,neutral
17381,negative
17382,negative
17383,neutral
17384,neutral
17385,positive
17386,negative
17387,positive
17388,neutral
17389,negative
17390,negative
17391,neutral
17392,neutral
17393,neutral
17394,negative
17395,neutral
17396,negative
17397,neutral
17398,negative
17399,positive
17400,negative
17401,positive
17402,neutral
17403,neutral
17404,negative
17405,negative
17406,neutral
17407,positive
17408,positive
17409,positive
17410,neutral
17411,neutral
17412,neutral
17413,positive
17414,negative
17415,negative
17416,negative
17417,neutral
17418,neutral
17419,negative
17420,neutral
17421,positive
17422,neutral
17423,neutral
17424,negative
17425,negative
17426,negative
17427,positive
17428,positive
17429,negative
17430,positive
17431,positive
17432,negative
17433,neutral
17434,negative
17435,negative
17436,negative
17437,neutral
17438,negative
17439,negative
17440,negative
17441,negative
17442,positive
17443,neutral
17444,positive
17445,neutral
17446,negative
17447,negative
17448,neutral
17449,negative
17450,negative
17451,negative
17452,neutral
17453,positive
17454,positive
17455,negative
17456,positive
17457,negative
17458,neutral
17459,positive
17460,neutral
17461,positive
17462,neutral
17463,neutral
17464,positive
17465,neutral
17466,neutral
17467,positive
17468,positive
17469,negative
17470,neutral
17471,positive
17472,neutral
17473,neutral
17474,negative
17475,neutral
17476,neutral
17477,neutral
17478,negative
17479,negative
17480,positive
17481,neutral
17482,positive
17483,negative
17484,negative
17485,negative
17486,negative
17487,negative
17488,negative
17489,negative
17490,negative
17491,negative
17492,negative
17493,neutral
17494,neutral
17495,positive
17496,negative
17497,neutral
17498,positive
17499,positive
17500,positive
17501,negative
17502,neutral
17503,positive
17504,neutral
17505,positive
17506,neutral
17507,positive
17508,positive
17509,neutral
17510,positive
17511,negative
17512,positive
17513,negative
17514,negative
17515,positive
17516,negative
17517,neutral
17518,neutral
17519,negative
17520,positive
17521,neutral
17522,neutral
17523,neutral
17524,neutral
17525,positive
17526,negative
17527,positive
17528,negative
17529,neutral
17530,neutral
17531,negative
17532,positive
17533,negative
17534,neutral
17535,negative
17536,positive
17537,negative
17538,negative
17539,neutral
17540,negative
17541,negative
17542,negative
17543,negative
17544,negative
17545,neutral
17546,negative
17547,neutral
17548,negative
17549,negative
17550,negative
17551,negative
17552,negative
17553,neutral
17554,negative
17555,neutral
17556,negative
17557,negative
17558,neutral
17559,negative
17560,neutral
17561,positive
17562,neutral
17563,positive
17564,positive
17565,negative
17566,negative
17567,positive
17568,negative
17569,negative
17570,neutral
17571,positive
17572,neutral
17573,negative
17574,negative
17575,positive
17576,negative
17577,negative
17578,neutral
17579,neutral
17580,negative
17581,positive
17582,neutral
17583,neutral
17584,positive
17585,negative
17586,neutral
17587,positive
17588,neutral
17589,positive
17590,positive
17591,positive
17592,neutral
17593,positive
17594,neutral
17595,positive
17596,neutral
17597,negative
17598,negative
17599,neutral
17600,neutral
17601,neutral
17602,positive
17603,negative
17604,positive
17605,neutral
17606,positive
17607,neutral
17608,positive
17609,neutral
17610,neutral
17611,neutral
17612,negative
17613,negative
17614,positive
17615,negative
17616,negative
17617,neutral
17618,negative
17619,neutral
17620,positive
17621,neutral
17622,neutral
17623,neutral
17624,negative
17625,negative
17626,positive
17627,negative
17628,negative
17629,negative
17630,positive
17631,neutral
17632,positive
17633,positive
17634,negative
17635,positive
17636,positive
17637,positive
17638,positive
17639,neutral
17640,negative
17641,positive
17642,positive
17643,neutral
17644,neutral
17645,positive
17646,negative
17647,negative
17648,neutral
17649,neutral
17650,neutral
17651,neutral
17652,negative
17653,negative
17654,positive
17655,neutral
17656,negative
17657,negative
17658,negative
17659,negative
17660,neutral
17661,neutral
17662,negative
17663,neutral
17664,neutral
17665,positive
17666,neutral
17667,negative
17668,neutral
17669,positive
17670,negative
17671,positive
17672,neutral
17673,negative
17674,neutral
17675,positive
17676,negative
17677,neutral
17678,neutral
17679,positive
17680,positive
17681,negative
17682,neutral
17683,positive
17684,neutral
17685,neutral
17686,neutral
17687,neutral
17688,negative
17689,negative
17690,positive
17691,neutral
17692,neutral
17693,positive
17694,negative
17695,positive
17696,positive
17697,neutral
17698,negative
17699,neutral
17700,negative
17701,neutral
17702,neutral
17703,neutral
17704,neutral
17705,neutral
17706,negative
17707,positive
17708,neutral
17709,negative
17710,positive
17711,positive
17712,neutral
17713,positive
17714,neutral
17715,negative
17716,neutral
17717,negative
17718,neutral
17719,negative
17720,negative
17721,neutral
17722,positive
17723,positive
17724,neutral
17725,neutral
17726,negative
17727,positive
17728,neutral
17729,neutral
17730,positive
17731,neutral
17732,negative
17733,positive
17734,negative
17735,negative
17736,negative
17737,positive
17738,positive
17739,positive
17740,negative
17741,neutral
17742,negative
17743,neutral
17744,neutral
17745,neutral
17746,negative
17747,negative
17748,neutral
17749,negative
17750,neutral
17751,positive
17752,neutral
17753,negative
17754,negative
17755,neutral
17756,positive
17757,negative
17758,negative
17759,negative
17760,positive
17761,neutral
17762,positive
17763,negative
17764,positive
17765,neutral
17766,neutral
17767,positive
17768,positive
17769,positive
17770,negative
17771,neutral
17772,negative
17773,positive
17774,negative
17775,negative
17776,positive
17777,neutral
17778,negative
17779,positive
17780,positive
17781,positive
17782,negative
17783,positive
17784,negative
17785,positive
17786,neutral
17787,neutral
17788,negative
17789,neutral
17790,negative
17791,negative
17792,positive
17793,positive
17794,negative
17795,negative
17796,positive
17797,positive
17798,neutral
17799,negative
17800,positive
17801,negative
17802,negative
17803,positive
17804,neutral
17805,positive
17806,negative
17807,positive
17808,negative
17809,positive
17810,positive
17811,neutral
17812,negative
17813,negative
17814,positive
17815,positive
17816,positive
17817,negative
17818,negative
17819,negative
17820,negative
17821,positive
17822,negative
17823,negative
17824,neutral
17825,negative
17826,neutral
17827,positive
17828,positive
17829,negative
17830,negative
17831,negative
17832,neutral
17833,positive
17834,neutral
17835,neutral
17836,negative
17837,negative
17838,positive
17839,negative
17840,neutral
17841,negative
17842,neutral
17843,positive
17844,positive
17845,neutral
17846,positive
17847,negative
17848,negative
17849,neutral
17850,negative
17851,negative
17852,negative
17853,negative
17854,negative
17855,negative
17856,neutral
17857,negative
17858,positive
17859,neutral
17860,negative
17861,neutral
17862,positive
17863,neutral
17864,neutral
17865,neutral
17866,neutral
17867,neutral
17868,negative
17869,positive
17870,negative
17871,positive
17872,neutral
17873,neutral
17874,negative
17875,positive
17876,neutral
17877,neutral
17878,neutral
17879,neutral
17880,negative
17881,neutral
17882,neutral
17883,negative
17884,neutral
17885,positive
17886,negative
17887,positive
17888,negative
17889,negative
17890,positive
17891,neutral
17892,positive
17893,negative
17894,positive
17895,negative
17896,negative
17897,positive
17898,neutral
17899,neutral
17900,positive
17901,negative
17902,negative
17903,negative
17904,negative
17905,neutral
17906,negative
17907,neutral
17908,negative
17909,neutral
17910,positive
17911,negative
17912,positive
17913,negative
17914,neutral
17915,positive
17916,neutral
17917,positive
17918,positive
17919,negative
17920,negative
17921,positive
17922,positive
17923,negative
17924,neutral
17925,negative
17926,positive
17927,neutral
17928,positive
17929,neutral
17930,neutral
17931,neutral
17932,neutral
17933,neutral
17934,negative
17935,negative
17936,negative
17937,positive
17938,neutral
17939,positive
17940,positive
17941,neutral
17942,neutral
17943,negative
17944,negative
17945,negative
17946,negative
17947,negative
17948,neutral
17949,neutral
17950,negative
17951,negative
17952,neutral
17953,positive
17954,neutral
17955,neutral
17956,negative
17957,negative
17958,neutral
17959,positive
17960,negative
17961,negative
17962,negative
17963,negative
17964,negative
17965,neutral
17966,positive
17967,neutral
17968,negative
17969,negative
17970,negative
17971,negative
17972,positive
17973,negative
17974,negative
17975,neutral
17976,positive
17977,neutral
17978,neutral
17979,positive
17980,negative
17981,neutral
17982,negative
17983,neutral
17984,negative
17985,neutral
17986,negative
17987,negative
17988,negative
17989,negative
17990,negative
17991,negative
17992,neutral
17993,positive
17994,positive
17995,positive
17996,negative
17997,negative
17998,negative
17999,neutral
18000,positive
18001,negative
18002,neutral
18003,neutral
18004,neutral
18005,positive
18006,negative
18007,negative
18008,negative
18009,negative
18010,negative
18011,negative
18012,negative
18013,negative
18014,neutral
18015,negative
18016,neutral
18017,positive
18018,negative
18019,neutral
18020,neutral
18021,neutral
18022,neutral
18023,negative
18024,negative
18025,negative
18026,neutral
18027,neutral
18028,negative
18029,neutral
18030,neutral
18031,negative
18032,negative
18033,neutral
18034,negative
18035,positive
18036,neutral
18037,neutral
18038,positive
18039,neutral
18040,negative
18041,positive
18042,neutral
18043,negative
18044,negative
18045,neutral
18046,positive
18047,positive
18048,neutral
18049,neutral
18050,neutral
18051,neutral
18052,negative
18053,positive
18054,positive
18055,negative
18056,positive
18057,positive
18058,neutral
18059,positive
18060,neutral
18061,positive
18062,negative
18063,positive
18064,neutral
18065,neutral
18066,positive
18067,positive
18068,positive
18069,neutral
18070,positive
18071,negative
18072,negative
18073,positive
18074,positive
18075,positive
18076,neutral
18077,neutral
18078,negative
18079,positive
18080,neutral
18081,negative
18082,negative
18083,neutral
18084,neutral
18085,neutral
18086,neutral
18087,positive
18088,positive
18089,positive
18090,negative
18091,positive
18092,neutral
18093,negative
18094,neutral
18095,negative
18096,positive
18097,neutral
18098,neutral
18099,neutral
18100,neutral
18101,negative
18102,neutral
18103,negative
18104,neutral
18105,neutral
18106,negative
18107,negative
18108,negative
18109,negative
18110,negative
18111,neutral
18112,negative
18113,negative
18114,neutral
18115,negative
18116,negative
18117,neutral
18118,positive
18119,neutral
18120,neutral
18121,neutral
18122,negative
18123,positive
18124,neutral
18125,negative
18126,negative
18127,negative
18128,neutral
18129,negative
18130,neutral
18131,positive
18132,negative
18133,negative
18134,positive
18135,neutral
18136,positive
18137,negative
18138,positive
18139,positive
18140,neutral
18141,neutral
18142,negative
18143,neutral
18144,neutral
18145,negative
18146,negative
18147,negative
18148,neutral
18149,neutral
